"104","M","FIM","IEP","80009898","1","1","EURO","00000000"
"110","EURX","GRD","BEF","81999898","1","1","","00000000"
"508","B","USD","DEM","81999898","1","1","","00000000"
"104","M","FIM","ITL","80009898","1","1","EURO","00000000"
"110","EURX","GRD","NLG","81999898","100","1","","00000000"
"508","B","ZAR","DEM","81999898","1","1","","00000000"
"104","M","FRF","FIM","80009898","1","1","EURO","00000000"
"110","EURX","JPY","BEF","81999898","100","1","","00000000"
"508","G","ATS","DEM","81999898","1","1","","00000000"
"104","M","FRF","IEP","80009898","1","1","EURO","00000000"
"110","EURX","JPY","NLG","81999898","100","1","","00000000"
"508","G","BEF","DEM","81999898","1","1","","00000000"
"104","M","FRF","ITL","80009898","1","1","EURO","00000000"
"110","EURX","NOK","BEF","81999898","1","1","","00000000"
"508","G","CAD","DEM","81999898","1","1","","00000000"
"104","M","GBP","FIM","80009898","1","1","EURX","00000000"
"110","EURX","NOK","NLG","81999898","1","1","","00000000"
"508","G","CHF","DEM","81999898","1","1","","00000000"
"508","G","DEM","DEM","81999898","1","1","","00000000"
"110","EURX","SEK","BEF","81999898","1","1","","00000000"
"110","EURX","SEK","NLG","81999898","1","1","","00000000"
"508","G","FIM","DEM","81999898","1","1","","00000000"
"508","G","FRF","DEM","81999898","1","1","","00000000"
"110","EURX","USD","BEF","81999898","1","1","","00000000"
"508","G","ITL","DEM","81999898","1000","1","","00000000"
"110","EURX","USD","NLG","81999898","1","1","","00000000"
"500","B","CAD","BEF","81999898","1","1","","00000000"
"508","G","JPY","DEM","81999898","100","1","","00000000"
"508","G","NLG","DEM","81999898","1","1","","00000000"
"500","B","DEM","NLG","81999898","1","1","","00000000"
"500","B","NLG","NLG","81999898","1","1","","00000000"
"508","G","NOK","DEM","81999898","1","1","","00000000"
"508","G","RUB","DEM","81999898","1","1","","00000000"
"500","B","USD","BEF","81999898","1","1","","00000000"
"508","G","RUR","DEM","81999898","1","1","","00000000"
"500","G","CAD","BEF","81999898","1","1","","00000000"
"508","G","SEK","DEM","81999898","1","1","","00000000"
"500","G","DEM","NLG","81999898","1","1","","00000000"
"508","G","USD","DEM","81999898","1","1","","00000000"
"500","G","NLG","NLG","81999898","1","1","","00000000"
"508","G","ZAR","DEM","81999898","1","1","","00000000"
"500","G","USD","BEF","81999898","1","1","","00000000"
"508","P","MXN","DEM","81999898","100","1","","00000000"
"513","100*","USD","DEM","81999898","1","1","","00000000"
"502","B","CAD","BEF","81999898","1","1","","00000000"
